year      PopulationPopulationSurface arGNI per caGNI per caLife expecFertility AdolescentContraceptBirths attMortality PrevalenceImmunizatiSchool enrSchool enrForest areWater prodImproved wImproved sEnergy useCO2 emissiElectric pGDP growth
      2004 2928052980.92548397   9632030     43680     4226077.4878049    2.0515   41.7882         0      99.3       8.1         0        9395.50248721.01326001   3045128         0      98.9      99.87881.5786419.658371213388.58973.78574285
      2005 2955165990.92171317   9632030     46340     4474077.4878049     2.057   41.0818         0      99.4         81.10000002        9295.67317961.00998998   3047570         0        99      99.87846.4996919.591885213704.57713.34521606
      2006 2983799120.96425392   9632030     48080     4739077.6878049     2.108   40.3754         0      99.4       7.9         0        9295.40374761.00744999   3055496         0        99      99.97697.6525419.0940665 13583.2672.66662583
      2007 3012312070.95105524   9632030     48640     4842077.9878049      2.12    39.669         0      99.3       7.8         0        9296.07393651.00753999   306342226.7699063        99      99.97758.1659919.217897813657.45281.77857024
      2008 3040939660.94586529   9831510     49330     4864078.0390244     2.072   37.7398      77.1      99.3       7.6         0        9295.97541811.00381005   3071348         0        99      99.97488.0819218.4617639 13663.428-0.2916215
      2009 306771529 0.8766513   9831510     48050     4725078.3902439     2.002   35.8106         0      99.3       7.50.80000001        90 95.4182511.01384997   3079274         0      99.1      99.97056.7836517.157737812913.7147-2.7755296
      2010 3093481930.83642154   9831510     48950     4888078.5414634     1.931   33.8814      76.4      99.4       7.3         0        9294.31130981.00478995   3087200         0      99.1      99.97160.9392417.441615113393.99132.53192062
      2011 3116633580.74561438   9831510     50460     5071078.6414634    1.8945   31.9522         0      99.3       7.2         0        9294.6760483   1.00869   3089950         0      99.1       1007028.1528816.972417113242.48711.60145467
      2012 313998379 0.7464199   9831510     52540     5285078.7414634    1.8805    30.023         0      99.3         7       0.5        9194.98032380.99839997   309270032.0060991      99.1       1006869.3853316.304021612959.20382.22403085
      2013 316204908 0.7002623   9831510     53660     5400078.7414634    1.8575   27.0666         0      99.2       6.9         0        9295.92958070.99953997   3095450         0      99.2       1006902.4328316.3158789 12998.0621.67733153
      2014 3185634560.74312426   9831510     55350     5616078.7414634    1.8625   24.1102         0      98.5       6.8         0        9297.56468961.00609005   309820033.3143643      99.2       1006956.8137316.493666112986.74072.37045767
      2015 3208966180.72973199   9831510     56250     5790078.7414634     1.843   21.1538         0         0       6.6         0        92         0         0   3100950         0      99.2       1006800.65449         0         02.86158703
      2016 3231275130.69280135   9831510     56810     58700         0         0         0         0         0       6.5         0        92         0         0         0         0         0         0         0         0         01.48527919
      2017         0         0   9831510         0         0         0         0         0         0         0         0         0         0         0         0         0         0         0         0         0         0         0         0
Inflation_AgriculturIndustry_vServices_vExports ofImports ofGross capiRevenue_exMarket capMilitary eMobile celHigh-technMerchandisNet barterNet migratGDP per caInflation_consumer prices (annual %)
         0         0         0         04.969630044.1965764822.5289895         0         08.35265967         0         06.80697589         0         03007.123451.50992943
 1.3501539         0         0         04.899698214.0298242522.4747027         0         08.48712942         0         06.56651873         0         03066.562871.07518189
1.24463471         0         0         04.80912246 4.131548523.0705669         0         08.65658569         0         06.53050735         0   18292743243.843081.11607143
1.08838601         0         0         04.870028194.0870654623.1443783         0         0 8.1890072         0         06.58114626         0         03374.515171.21412804
1.50393968         0         0         05.103528734.0974044923.1116944         0         07.46762905         0         06.85093322         0         03573.941191.30861505
1.91982581         0         0         04.988570664.2355788623.8671507         0         06.96880463         0         06.82578997         0         03827.527111.66846071
2.89877854         0         0         05.018404914.5521472424.2699387         0         0 7.8002454         0         07.14420859         0         04146.316652.99100053
3.15127937         0         0         05.04816061 4.630381823.2447488         0         08.75571545         0         07.01622374         0   15494654336.426592.77563608
4.36718824         0         0         05.082228124.94429708 22.938992         0         08.56572944         0         07.43817507         0         04695.92339 4.2177211
4.95848845         0         0         05.088734194.95146583 23.767036         0         07.98539073         0         07.50370625         0         05032.144745.41470047
2.21144168         0         0         05.549854825.1827148721.3630652         0         07.42143205         0         07.95903648         0         05246.88372 5.8952959
5.07770063         0         0         05.391815175.3385512621.8650248         0         06.41068019         0         07.92090908         0         05623.443984.25592892
4.32922032         0         0         05.524118315.7870527422.521854716.6782461         06.05396394         0         08.47168192         0   29404976109.925873.30561474
5.44203994         0         0         0 6.66900476.3812301923.279971517.0760681         05.48514612         0         010.1223689         0         06741.332366.22006386
8.98306307         0         0         08.17723113 8.229787122.642286917.9245557         05.54652721         0         013.5788097         0         07242.4411111.0352602
9.26142406         0         0         0 8.21274867.2667019220.2288559 17.26721741.67152685.23410481         0         012.7143748         0         07820.065479.13193074
5.48893983         0         0         07.963146328.0500131321.9891009 16.56647647.03377264.84733863         0         013.2772543         0         08611.401845.73702708
6.20296794         0         0         0 7.63920158.7462744823.4795017 17.80051439.99317344.83832075         0         013.5953817         0   39268119471.306176.48646006
7.02127309         0         0         0 7.93037859.0067729824.779372217.676955236.5769162 4.6358459         0         014.0836835         0         010587.28587.64746385
8.25589778         0         0         08.743028029.5995924225.065378318.563581137.74836324.64560626         0         015.5231308         0         011695.554411.2660441
9.01853534         0         0         09.8086466210.264750623.268088619.070010447.50377034.82762476         0         016.857612596.7032967         012597.667513.5093703
9.33624299         0         0         09.506171999.8960870224.247432919.9252185 39.3515425.29088533         0         015.947493594.5054945         013993.1667 10.315534
6.20373976         0         0         08.46665955 9.063791222.062325419.719335643.55363596.38644469         0         014.090501395.4022989   340226014438.97636.16061606
3.94836701         0         0         0  7.6136779.03313976 22.22793717.957542649.72419685.87185145         0         013.070343492.0454546         015561.42643.21243523
3.54823734         0         0         07.4834440510.025681225.076584617.777148639.65061695.728200580.03825344         014.114905591.8604651         0 17134.2864.31726908
3.19961239         0         0         06.975559129.5986549924.145070818.207923552.93302745.939286830.14065944         013.142695291.7647059         018269.42223.56111646
2.01762396         0         0         0 6.99322799.8660502823.686119517.931202855.29099136.124085130.27906036         013.2773948102.298851         019115.05291.85873606
2.55129549         0         0         07.4728497710.445407323.547548318.681303151.98470015.916717880.49865992         013.9329315   103.125   342874020100.85893.74087591
 3.5009036         0         0         08.4643518510.546966122.7573354  18.3254952.92474875.579929590.82986341         014.8871927103.960396         021483.23314.00908824
3.88801954         0         0         08.9133680510.446519522.449657518.4978224 59.7811445.374717221.3928170332.162389615.1428153102.941177         022922.43714.82700303
 3.6991567         0         0         09.2292965310.5313091 21.46999418.155762951.73346365.120251582.0758023732.529967315.2281202102.702703         023954.47945.39795644
3.32851308         0         0         0 9.636019710.099492320.058747618.084584167.37230694.53984529 2.939643932.401504415.0645695103.669725         024405.16484.23496397
2.27955058         0         0         09.6807471310.211996720.019390517.597146169.51576924.666264694.2490490432.563287615.3240584103.603604   451680825492.95173.02881968
2.37926148         0         0         09.5192156510.466688720.333903817.992742376.33805654.326925456.1037165931.465134515.5292164103.846154         026464.85252.95165697
2.12813287         0         0         09.8640466111.129460521.216405518.203510770.29569143.941286859.10492141 30.99909116.4438677104.672897         027776.63552.60744159
2.08567665         0         0         010.605514611.776669321.204994518.720886890.70944123.6384892612.604724930.300637617.6876877105.128205         0 28782.1752.80541969
1.82555343         0         0         010.710721911.9005195 21.62922518.8887905104.6948963.3507440116.238152530.758789717.8649641103.448276         030068.2309 2.9312042
1.71150365 1.382525923.947263574.670210611.0797972 12.26432222.363067319.3460777125.1103473.2099032220.142384831.728748318.4491983103.703704   861207431572.69022.33768994
 1.08525621.2565352323.415095375.328369510.484799112.274940922.848405919.7712266 142.175613.0176359424.890639533.215890217.8948282104.854369         032949.1978 1.5522791
1.530321891.1905506423.263022275.546427110.268280812.924744823.317953419.7218109152.9651442.90839391 30.57610334.258230518.1689816104.950495         034620.9289 2.1880272
2.275519811.1892193423.156242975.654537810.664643414.318538123.568925520.5084621 146.894272.9334320238.468091133.787610619.8469797       100         036449.85513.37685727
2.278900891.1648483422.134509476.70064229.6660705413.137065722.051491319.4371136131.6503272.9443436544.690578732.591524217.9656526102.798982         037273.61812.82617112
1.535124591.0021995621.270753377.72704729.1323864413.017273321.576521817.3157511100.7006693.2495517748.8510382 31.759452 17.247375104.358046   520653838166.03781.58603163
1.994056261.1682042221.382548677.4492472 9.037519113.413068121.6599668 16.700444 123.939493.6072878554.846814130.820521417.6168807102.977498         039677.19842.27009497
2.749721161.2945257421.663405677.04206879.6253680714.669552422.526726816.7645953132.9842943.78557007 62.54719630.276267119.0677697100.730329         041921.80982.67723669
3.217638251.1790268621.933485676.88748769.9963982815.504265223.222952717.8501521129.8397763.8442304468.317695129.901988620.114885697.2990621         044307.92063.39274685
3.072266631.0576327522.336542676.605824710.654791716.218830623.3330148 18.573151141.2321793.8082005376.293538430.056999321.247602595.9541925         046437.0671 3.2259441
2.661336391.0869153222.156903276.756181511.497906916.4610242 22.35135318.6506636137.6072813.8470440882.064144827.222664621.886185196.5623271   503368948061.53772.85267248
1.961612381.1527710121.648922277.198306812.514398517.427011720.786243517.770631778.74588594.2200464785.209165225.920332223.486835291.8122892         048401.4273 3.8391003
0.759434761.05626864 20.21585478.727877411.011656413.7541709 17.51293315.7276167104.5672984.6367924488.623646121.487689818.457499798.9536608         047001.5554-0.3555463
 1.22134941.1740913920.3907026 78.43520612.378300915.804151418.394597516.4954934115.497341 4.6656151 91.31165219.9680139 21.70274197.1083342         048373.87881.64004344
2.064627471.3667782720.629655578.0035662 13.57379217.311372718.544755916.7293748100.7912214.58397598 94.440426 18.10568324.156140494.7495016         049790.66553.15684157
1.842051481.2414065620.543909378.214684113.6066085 17.10801919.350606416.8455899115.5557944.2387446196.010376117.776885124.030738194.6872701   450000051450.12232.06933727
1.615007091.4263443520.720874177.852781613.639311516.586946519.762260118.9731107143.9944233.8325096597.077739417.818696923.417001695.3723964         0 52787.0271.46483266
1.790351671.25178621 20.86735977.880854813.647064616.576438420.184770919.0839323151.3852313.50664283110.20419418.229382923.187805795.7164353         054598.55071.62222298
1.284972961.0522108420.0272742 78.92051512.4990439 15.39099420.427997519.1535278138.3363793.28910681117.58674418.991524521.069111596.9673845         0 56469.0090.11862714
1.27580004         0         0         011.8906224   14.689319.688785918.6955928146.8615933.28163045127.15793619.961755619.8725848100.158821         057638.15911.26158321
         0         0         0         0         0         0         0         0         0         0         0         0         0         0         0         0         0
